station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
SJC,2023-07-19,82.0,58.0,60.0,55.0,0.0,5.4745502,,67.336296,SJC
SNA,2023-07-19,86.0,68.0,64.0,58.0,0.0,4.7793694,,76.055786,SNA
SJC,2023-07-20,86.0,57.0,61.0,53.0,0.0,4.5186763,,69.16397,SJC
OAK,2023-07-20,74.0,57.0,56.0,53.0,0.0,6.6042194,,62.70244,OAK
SMF,2023-07-20,102.0,55.0,60.0,43.0,0.0,4.6924715,,79.86233,SMF
SNA,2023-07-20,86.0,68.0,65.0,56.0,0.0,5.2138577,,74.758644,SNA
SNA,2023-07-21,79.0,67.0,64.0,61.0,0.0,6.256629,,71.147736,SNA
SMF,2023-07-21,106.0,65.0,63.0,55.0,0.0,4.7793694,,86.55351,SMF
SJC,2023-07-21,87.0,61.0,61.0,54.0,0.0,4.6924715,,71.970314,SJC
OAK,2023-07-21,74.0,55.0,56.0,53.0,0.0,7.386298,,63.232754,OAK
OAK,2023-07-22,81.0,52.0,56.0,51.0,0.0,6.8649125,,64.627174,OAK
SMF,2023-07-22,107.0,65.0,63.0,51.0,0.0,5.300755,,86.99051,SMF
SJC,2023-07-22,91.0,60.0,60.0,53.0,0.0,5.561448,,72.82092,SJC
SNA,2023-07-22,79.0,66.0,64.0,61.0,0.0,5.12696,,71.23693,SNA
SNA,2023-07-23,83.0,68.0,65.0,62.0,0.0001,5.387653,,71.98473,SNA
SJC,2023-07-23,87.0,62.0,62.0,55.4,0.0,5.300755,,72.10208,SJC
SMF,2023-07-23,102.0,67.0,65.0,53.0,0.0,7.5600934,,83.98538,SMF
OAK,2023-07-23,70.0,57.0,56.0,55.0,0.0,8.515967,,63.219513,OAK
SNA,2023-07-24,82.0,68.0,66.0,63.0,0.0,4.431779,,73.7741,SNA
OAK,2023-07-24,69.0,56.0,56.0,54.0,0.0,7.646991,,61.962368,OAK
SMF,2023-07-24,95.0,62.0,56.0,52.0,0.0,9.993227,,75.71896,SMF
SJC,2023-07-24,81.0,59.0,60.0,54.0,0.0,6.3435264,,68.46487,SJC
SMF,2023-07-25,97.0,64.0,59.0,51.0,0.0,5.561448,,78.89599,SMF
SJC,2023-07-25,87.0,55.0,60.0,55.0,0.0,5.0400624,,71.630684,SJC
OAK,2023-07-25,77.0,55.0,58.0,54.0,0.0,7.0387077,,64.03763,OAK
SNA,2023-07-25,87.0,68.0,66.0,63.0,0.0,4.344881,,75.37652,SNA
SNA,2023-07-26,88.0,67.0,67.0,58.0,0.0,4.9531646,,77.40335,SNA
OAK,2023-07-26,69.0,57.0,57.0,55.0,0.0,8.602865,,62.121952,OAK
SMF,2023-07-26,95.0,65.0,61.0,54.0,0.0,9.211148,,78.2952,SMF
SJC,2023-07-26,81.0,59.0,63.0,55.0,0.0,6.430424,,68.84416,SJC
OAK,2023-07-27,67.0,57.0,56.0,53.0,0.0,8.255275,,61.381184,OAK
SJC,2023-07-27,78.0,58.0,57.0,52.0,0.0,6.082834,,66.78467,SJC
SMF,2023-07-27,91.0,61.0,60.0,50.0,0.0,9.471841,,73.80594,SMF
SNA,2023-07-27,87.0,69.0,66.2,62.0,0.0,5.12696,,75.49629,SNA
SMF,2023-07-28,94.0,60.0,59.0,46.0,0.0,7.646991,,75.398575,SMF
SJC,2023-07-28,80.0,57.0,59.0,51.0,0.0,5.7352433,,67.731705,SJC
OAK,2023-07-28,71.0,56.0,55.0,52.0,0.0,9.037353,,62.036236,OAK
SNA,2023-07-28,80.0,68.0,66.0,64.0,0.0,6.3435264,,72.49826,SNA
SMF,2023-07-29,97.0,62.0,53.0,42.0,0.0,7.7338886,,76.247604,SMF
SNA,2023-07-29,84.0,69.0,66.0,64.0,0.0,5.0400624,,74.25673,SNA
SJC,2023-07-29,80.0,56.0,60.0,49.0,0.0,6.169731,,67.260765,SJC
OAK,2023-07-29,70.0,55.0,56.0,53.0,0.0,7.125605,,61.172127,OAK
SJC,2023-07-30,83.0,56.0,58.0,50.0,0.0,5.7352433,,68.31969,SJC
SMF,2023-07-30,98.0,61.0,55.0,38.0,0.0,7.125605,,76.89142,SMF
OAK,2023-07-30,72.0,55.0,57.0,54.0,0.0,5.7352433,,62.794426,OAK
SNA,2023-07-30,86.0,70.0,68.0,64.0,0.0,5.387653,,75.31318,SNA
OAK,2023-07-31,70.0,55.0,56.0,54.0,0.0,7.0387077,,62.423695,OAK
SMF,2023-07-31,97.0,60.0,57.0,40.0,0.0,6.5173216,,76.68164,SMF
SJC,2023-07-31,80.0,58.0,59.0,54.0,0.0,5.387653,,67.820206,SJC
SNA,2023-07-31,86.0,71.0,68.0,62.0,0.0001,5.0400624,,76.80693,SNA
